model,DS1,DS2,DS3,DS4
contrast,-0.0107864703747371,0.599092791698025,-0.100332715164377,0.11933290214518
soc,-0.17998538160731,0.531826638215379,-0.426691063257143,-0.231040888180458
oriSurrond,0.397551954373304,0.491699184318621,0.623660874492194,0.642344607584209
normVar,0.270173505498173,0.805434445137526,0.651519902775663,0.56821761239392
