model,DS1,DS2,DS3,DS4
contrast,-0.108980968473832,-0.0130321010273655,-0.18982019174851,-0.181052709958608
soc,-0.149644653993361,0.139423527203202,0.315562178714161,0.332838597871018
oriSurrond,0.318480303411091,-0.03080113594866,0.17303270800884,0.315741154845992
normVar,0.835107347458404,0.787988262534209,0.687353671812909,0.694047786043809
