model,DS1,DS2,DS3,DS4
contrast,0.208438719640503,0.2399306378717,0.391645608731516,0.481678113755879
soc,0.209044960108092,0.237916254469663,0.383006011911393,0.453060501525942
oriSurrond,0.167960932617437,0.21780913250454,0.328644314001844,0.424025575370282
normVar,0.171950116362786,0.21789005098999,0.353448175282599,0.465212208189161
