model,DS1,DS2,DS3,DS4
contrast,0.243045157603752,0.201338105288876,0.403121260864034,0.698460947080836
soc,0.225741271502375,0.168316029322874,0.299612020514197,0.522537990675191
oriSurrond,0.220074336150511,0.199483233367721,0.373151678188168,0.655616818008701
normVar,0.180924038864445,0.176843693657558,0.303467588633778,0.489442123073553
